Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError,measureAttributesUsed,measureNumIterations
breast-cancer,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,23.0,6.0,0.0,79.3103448275862,20.689655172413794,0.0,0.3873239436619719,0.347195522186278,0.4222921603261657,84.50374488467709,94.3326204411908,24.707458963264767,22.867230655033495,1.8402283082312714,0.851981343560854,0.788525195001155,0.06345614855969901,3.8451815991688374,0.13259246893685647,435.6148236068218,0.9523809523809523,20.0,0.625,5.0,0.375,3.0,0.047619047619047616,1.0,0.8,0.9523809523809523,0.8695652173913043,0.5863095238095238,0.7931034482758621,0.4657224958949097,0.5342775041050903,0.20689655172413793,0.7862068965517242,0.7931034482758621,0.767616191904048,0.5863095238095238,0.001,0.0,0.0,0.0,8329.0,31757.0,6905.0,'Number of leaves: 16\nSize of the tree: 19\n',19.0,16.0,16.0,?,?,?
breast-cancer,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,23.0,6.0,0.0,79.3103448275862,20.689655172413794,0.0,0.40816326530612246,0.3439414658305213,0.4062959590132881,81.28836846611223,87.78728143323079,25.93046867268203,21.62488580269258,4.305582869989447,0.8941540921614493,0.745685717334227,0.1484683748272223,5.6841728626596,0.1960059607813655,647.4281180315229,1.0,20.0,0.6666666666666666,6.0,0.3333333333333333,3.0,0.0,0.0,0.7692307692307693,1.0,0.8695652173913044,0.6861111111111111,0.7931034482758621,0.4597701149425287,0.5402298850574713,0.20689655172413793,0.8408488063660479,0.7931034482758621,0.754872563718141,0.6861111111111111,0.001,0.0,0.0,0.0,8329.0,31757.0,6905.0,'Number of leaves: 16\nSize of the tree: 19\n',19.0,16.0,16.0,?,?,?
breast-cancer,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.21088435374149653,0.38219799937421856,0.44625102556069696,90.33005579923714,96.42026582273621,25.93046867268203,24.579100217250684,1.351368455431345,0.8941540921614493,0.847555179905196,0.046598912256253275,2.776875459306838,0.09575432618299441,316.28651979203727,0.95,19.0,0.7777777777777778,7.0,0.2222222222222222,2.0,0.05,1.0,0.7307692307692307,0.95,0.8260869565217392,0.6333333333333333,0.7241379310344828,0.5519157088122606,0.44808429118773946,0.27586206896551724,0.7108753315649866,0.7241379310344828,0.6731634182908547,0.6333333333333333,0.0,0.0,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,20.0,9.0,0.0,68.96551724137932,31.03448275862069,0.0,0.0777385159010601,0.3968544673524307,0.4678146179573393,93.79401838527716,101.07945357107806,25.93046867268203,26.447838300591304,-0.5173696279092752,0.8941540921614493,0.9119944241583208,-0.01784033199687156,1.4910935238439846,0.05141701806358568,169.83576982555164,0.95,19.0,0.8888888888888888,8.0,0.1111111111111111,1.0,0.05,1.0,0.7037037037037037,0.95,0.8085106382978724,0.5611111111111111,0.6896551724137931,0.628544061302682,0.371455938697318,0.3103448275862069,0.640485312899106,0.6896551724137931,0.6140198759421064,0.5611111111111111,0.001,0.0,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,9,5,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,20.0,9.0,0.0,68.96551724137932,31.03448275862069,0.0,0.20183486238532117,0.40445192961848375,0.48112612903704927,95.58963006181348,103.95563617524186,25.93046867268203,27.95522447285994,-2.0247558001779105,0.8941540921614493,0.9639732576848254,-0.06981916552337622,0.8808511300103058,0.030374176896907096,100.32907217070056,0.85,17.0,0.6666666666666666,6.0,0.3333333333333333,3.0,0.15,3.0,0.7391304347826086,0.85,0.7906976744186046,0.5583333333333333,0.6896551724137931,0.5063218390804597,0.4936781609195402,0.3103448275862069,0.6649175412293853,0.6896551724137931,0.6694466720128308,0.5583333333333335,0.001,0.0,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,9,6,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.14705882352941166,0.401220010090875,0.4651508179343874,94.82578652588303,100.50389342308979,25.93046867268203,26.32140582146404,-0.3909371487820117,0.8941540921614493,0.90763468349876,-0.013480591337310747,0.7493053803084571,0.02583811656236059,85.34599209514764,1.0,20.0,0.8888888888888888,8.0,0.1111111111111111,1.0,0.0,0.0,0.7142857142857143,1.0,0.8333333333333333,0.4861111111111111,0.7241379310344828,0.6130268199233717,0.38697318007662834,0.27586206896551724,0.8029556650246306,0.7241379310344828,0.6367816091954023,0.4861111111111111,0.0,0.0,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,9,7,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,23.0,5.0,0.0,82.14285714285714,17.857142857142858,0.0,0.4615384615384614,0.35028288364633786,0.41169313965984927,84.55104088015057,91.08662935282743,24.187188209924816,21.27099966695778,2.916188542967035,0.8638281503544577,0.7596785595342065,0.10414959082025124,3.704034708594741,0.1322869538783836,420.2964891420203,1.0,20.0,0.625,5.0,0.375,3.0,0.0,0.0,0.8,1.0,0.888888888888889,0.640625,0.8214285714285714,0.44642857142857145,0.5535714285714286,0.17857142857142858,0.8571428571428571,0.8214285714285714,0.7907647907647908,0.640625,0.0,0.0,0.0,0.0,6109.0,31866.0,6796.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,9,8,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,20.0,8.0,0.0,71.42857142857143,28.571428571428573,0.0,0.24324324324324323,0.3870640180470815,0.461173680802281,93.42924573550248,102.03414165517428,24.187188209924816,1095.380223281514,-1071.193035071589,0.8638281503544577,39.12072226005407,-38.25689410969961,1.4777626277232705,0.05277723670440252,167.6815940131978,0.85,17.0,0.625,5.0,0.375,3.0,0.15,3.0,0.7727272727272727,0.85,0.8095238095238095,0.653125,0.7142857142857143,0.48928571428571427,0.5107142857142858,0.2857142857142857,0.6948051948051948,0.7142857142857143,0.7006802721088434,0.6531250000000001,0.001,0.0,0.0,0.0,9366.0,31866.0,6796.0,'Number of leaves: 21\nSize of the tree: 25\n',25.0,21.0,21.0,?,?,?
breast-cancer,9,9,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,21.0,7.0,0.0,75.0,25.0,0.0,0.2461538461538461,0.3685107183316057,0.44523316317462,88.95086304556003,98.50732063007142,24.187188209924816,1094.0804708860971,-1069.8932826761722,0.8638281503544577,39.074302531646325,-38.21047438129187,2.9814243811991172,0.10647944218568275,338.3019595234331,0.95,19.0,0.75,6.0,0.25,2.0,0.05,1.0,0.76,0.95,0.8444444444444444,0.69375,0.75,0.55,0.45,0.25,0.7333333333333333,0.75,0.7070707070707071,0.69375,0.0,0.0,0.0,0.0,8329.0,31866.0,6796.0,'Number of leaves: 16\nSize of the tree: 19\n',19.0,16.0,16.0,?,?,?
breast-cancer,9,10,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,22.0,6.0,0.0,78.57142857142857,21.428571428571427,0.0,0.3225806451612903,0.36639570821113576,0.42509172953947305,88.44034336130868,94.05105181375109,24.187188209924816,22.207241514233374,1.9799466956914422,0.8638281503544577,0.7931157683654776,0.07071238198898008,2.9265863696236623,0.10452094177227365,332.0794952243776,1.0,20.0,0.75,6.0,0.25,2.0,0.0,0.0,0.7692307692307693,1.0,0.8695652173913044,0.55,0.7857142857142857,0.5357142857142857,0.4642857142857143,0.21428571428571427,0.8351648351648352,0.7857142857142857,0.7354037267080746,0.55,0.0,0.001,0.0,0.0,6109.0,31866.0,6796.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,10,1,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.10077519379844978,0.3897921352626202,0.48520905516269214,94.87131328443101,108.38714505128127,24.707458963264767,1098.7280448111144,-1074.0205858478496,0.851981343560854,37.887173959003945,-37.03519261544309,0.2483230745721936,0.008562864640420468,28.132146567707533,0.9523809523809523,20.0,0.875,7.0,0.125,1.0,0.047619047619047616,1.0,0.7407407407407407,0.9523809523809523,0.8333333333333334,0.5446428571428571,0.7241379310344828,0.6467569786535303,0.3532430213464696,0.27586206896551724,0.6743295019157088,0.7241379310344828,0.6586206896551725,0.544642857142857,0.001,0.0,0.0,0.0,7968.0,31757.0,6905.0,'Number of leaves: 15\nSize of the tree: 17\n',17.0,15.0,15.0,?,?,?
breast-cancer,10,2,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,23.0,6.0,0.0,79.3103448275862,20.689655172413794,0.0,0.40816326530612246,0.3557241529079567,0.42143690946529994,84.0731312930039,91.0587461106678,25.93046867268203,22.685344372360348,3.245124300321681,0.8941540921614493,0.7822532542193223,0.11190083794212694,4.247988847085267,0.146482374037423,483.84654920583733,1.0,20.0,0.6666666666666666,6.0,0.3333333333333333,3.0,0.0,0.0,0.7692307692307693,1.0,0.8695652173913044,0.7222222222222222,0.7931034482758621,0.4597701149425287,0.5402298850574713,0.20689655172413793,0.8408488063660479,0.7931034482758621,0.754872563718141,0.7222222222222222,0.0,0.0,0.0,0.0,8329.0,31757.0,6905.0,'Number of leaves: 16\nSize of the tree: 19\n',19.0,16.0,16.0,?,?,?
breast-cancer,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,20.0,9.0,0.0,68.96551724137932,31.03448275862069,0.0,0.14426229508196725,0.39811743869301547,0.4781520196831294,94.09251359418627,103.31302831987496,25.93046867268203,27.50916023089328,-1.5786915582112506,0.8941540921614493,0.9485917320997682,-0.05443763993831899,0.8621244151806919,0.02972842810967903,98.1960966205205,0.9,18.0,0.7777777777777778,7.0,0.2222222222222222,2.0,0.1,2.0,0.72,0.9,0.7999999999999999,0.5777777777777777,0.6896551724137931,0.5674329501915709,0.43256704980842914,0.3103448275862069,0.6517241379310345,0.6896551724137931,0.6472148541114058,0.5777777777777777,0.0,0.0,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,20.0,9.0,0.0,68.96551724137932,31.03448275862069,0.0,0.0777385159010601,0.4133993275808925,0.4827149949190584,97.7042904172462,104.2989381777583,25.93046867268203,27.92345070522528,-1.992982032543253,0.8941540921614493,0.9628776105250098,-0.06872351836356044,-0.06931907050128516,-0.002390312775906385,-7.895452239526502,0.95,19.0,0.8888888888888888,8.0,0.1111111111111111,1.0,0.05,1.0,0.7037037037037037,0.95,0.8085106382978724,0.44166666666666665,0.6896551724137931,0.628544061302682,0.371455938697318,0.3103448275862069,0.640485312899106,0.6896551724137931,0.6140198759421064,0.4416666666666666,0.0,0.001,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,17.0,12.0,0.0,58.62068965517241,41.37931034482759,0.0,0.08900523560209411,0.42823772878035093,0.5292479523949715,101.21125175799928,114.35318987098012,25.93046867268203,2172.584085293102,-2146.65361662042,0.8941540921614493,74.91669259631387,-74.02253850415242,-1.6893652542680846,-0.05825397428510636,-192.41894883662525,0.65,13.0,0.5555555555555556,5.0,0.4444444444444444,4.0,0.35,7.0,0.7222222222222222,0.65,0.6842105263157895,0.5777777777777777,0.5862068965517241,0.4917624521072797,0.5082375478927204,0.41379310344827586,0.610936955764542,0.5862068965517241,0.5960072595281306,0.5777777777777777,0.001,0.0,0.0,0.0,8836.0,31757.0,6905.0,'Number of leaves: 19\nSize of the tree: 22\n',22.0,19.0,19.0,?,?,?
breast-cancer,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,257.0,29.0,24.0,5.0,0.0,82.75862068965517,17.24137931034483,0.0,0.5245901639344261,0.33419809161097674,0.3873554613910363,78.98558420673528,83.69485875866593,25.93046867268203,20.09888884468422,5.831579827997807,0.8941540921614493,0.693065132575318,0.20108895958613127,6.853857202664152,0.23633990354014317,780.6553349437405,1.0,20.0,0.5555555555555556,5.0,0.4444444444444444,4.0,0.0,0.0,0.8,1.0,0.888888888888889,0.7222222222222222,0.8275862068965517,0.3831417624521073,0.6168582375478927,0.1724137931034483,0.8620689655172413,0.8275862068965517,0.8040082522841143,0.7222222222222222,0.001,0.0,0.0,0.0,6109.0,31757.0,6905.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,18.0,10.0,0.0,64.28571428571429,35.714285714285715,0.0,-0.02941176470588206,0.412981859410431,0.49329745249007007,99.68527640941441,109.14148885935181,24.187188209924816,27.77600991228234,-3.5888217023575244,0.8638281503544577,0.9920003540100836,-0.12817220365562587,-0.832361798729061,-0.029727207097466464,-94.44801931526317,0.85,17.0,0.875,7.0,0.125,1.0,0.15,3.0,0.7083333333333334,0.85,0.7727272727272727,0.48125,0.6428571428571429,0.6678571428571428,0.3321428571428572,0.35714285714285715,0.5773809523809524,0.6428571428571429,0.5995670995670995,0.48125,0.001,0.0,0.0,0.0,10042.0,31866.0,6796.0,'Number of leaves: 25\nSize of the tree: 29\n',29.0,25.0,25.0,?,?,?
breast-cancer,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,21.0,7.0,0.0,75.0,25.0,0.0,0.3098591549295775,0.3764063551087606,0.44167165213130394,90.85670640556295,97.7193404451051,24.187188209924816,23.497379716846382,0.6898084930784343,0.8638281503544577,0.8391921327445137,0.02463601760994408,2.2723530927530886,0.0811554675983246,257.8437034510057,0.9,18.0,0.625,5.0,0.375,3.0,0.1,2.0,0.782608695652174,0.9,0.8372093023255814,0.590625,0.75,0.47500000000000003,0.525,0.25,0.7304347826086957,0.75,0.7298747763864044,0.5906250000000001,0.0,0.0,0.0,0.0,6109.0,31866.0,6796.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,20.0,8.0,0.0,71.42857142857143,28.571428571428573,0.0,0.0967741935483872,0.3860318328242816,0.4512374435413344,93.18009757827492,99.83576069284545,24.187188209924816,24.128915077234712,0.058273132690104035,0.8638281503544577,0.8617469670440968,0.0020811833103608584,1.5430979136174474,0.055110639772051696,175.0951830961227,0.95,19.0,0.875,7.0,0.125,1.0,0.05,1.0,0.7307692307692307,0.95,0.8260869565217392,0.590625,0.7142857142857143,0.6392857142857142,0.3607142857142857,0.2857142857142857,0.6648351648351648,0.7142857142857143,0.6472049689440995,0.5906250000000001,0.0,0.0,0.01,0.0,6109.0,31866.0,6796.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
breast-cancer,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,258.0,28.0,22.0,6.0,0.0,78.57142857142857,21.428571428571427,0.0,0.3225806451612903,0.35046716913616033,0.4094475981308068,84.59552358459045,90.58980589562513,24.187188209924816,20.918869015916062,3.268319194008754,0.8638281503544577,0.7471024648541451,0.11672568550031263,4.394801944685043,0.15695721231018012,498.677786020644,1.0,20.0,0.75,6.0,0.25,2.0,0.0,0.0,0.7692307692307693,1.0,0.8695652173913044,0.6875,0.7857142857142857,0.5357142857142857,0.4642857142857143,0.21428571428571427,0.8351648351648352,0.7857142857142857,0.7354037267080746,0.6875,0.0,0.001,0.0,0.0,6109.0,31866.0,6796.0,'Number of leaves: 4\nSize of the tree: 6\n',6.0,4.0,4.0,?,?,?
pima_diabetes,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.5349911190053287,0.2885840689530191,0.4051206143295164,63.43096141781125,84.89970822480726,71.96830017538234,1125.4220396458131,-1053.4537394704307,0.9346532490309395,14.615870644750819,-13.68121739571988,27.470212372290803,0.3567560048349455,2943.1615897819884,0.78,39.0,0.2222222222222222,6.0,0.7777777777777778,21.0,0.22,11.0,0.8666666666666667,0.78,0.8210526315789474,0.8411111111111111,0.7792207792207793,0.22144300144300144,0.7785569985569987,0.22077922077922077,0.7928841991341992,0.7792207792207793,0.7827658514545224,0.841111111111111,0.007,0.0,0.0,0.0,7447.0,71793.0,9779.0,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0,?,?,?
pima_diabetes,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,63.0,14.0,0.0,81.81818181818181,18.181818181818183,0.0,0.6262135922330098,0.2828379648086534,0.36664494620580773,62.16796408186572,76.83649721575102,71.96830017538234,46.152572300445044,25.815727874937295,0.9346532490309395,0.5993840558499356,0.33526919318100384,29.031020193039936,0.37702623627324594,3110.3867122092856,0.78,39.0,0.1111111111111111,3.0,0.8888888888888888,24.0,0.22,11.0,0.9285714285714286,0.78,0.8478260869565217,0.8681481481481481,0.8181818181818182,0.14929292929292928,0.8507070707070707,0.18181818181818182,0.8434137291280149,0.8181818181818182,0.8220068851204896,0.8681481481481481,0.007,0.0,0.01,0.0,6003.0,71793.0,9779.0,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0,?,?,?
pima_diabetes,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.4255772646536413,0.3173692751304487,0.4398838602565204,69.75796799536951,92.18491991672394,71.96830017538234,3275.3774727583495,-3203.409172582967,0.9346532490309395,42.537369776082464,-41.60271652705152,22.01461167422678,0.28590404771723094,2358.6479279973337,0.74,37.0,0.2962962962962963,8.0,0.7037037037037037,19.0,0.26,13.0,0.8222222222222222,0.74,0.7789473684210526,0.76,0.7272727272727273,0.2835690235690235,0.7164309764309764,0.2727272727272727,0.7421085858585859,0.7272727272727273,0.731651934149704,0.7599999999999999,0.006,0.001,0.01,0.0,9252.0,71793.0,9779.0,'Number of leaves: 17\nSize of the tree: 33\n',33.0,17.0,17.0,?,?,?
pima_diabetes,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.32687191182060055,0.35956538145190076,0.4680591257213981,79.03269893172491,98.08951161735496,71.96830017538234,3280.126855027135,-3208.158554851753,0.9346532490309395,42.59905006528747,-41.66439681625653,15.117453053499558,0.19633055913635789,1619.685591046705,0.8,40.0,0.48148148148148145,13.0,0.5185185185185185,14.0,0.2,10.0,0.7547169811320755,0.8,0.7766990291262137,0.6774074074074075,0.7012987012987013,0.3827801827801828,0.6172198172198172,0.2987012987012987,0.6946214163195296,0.7012987012987013,0.6968633878970829,0.6774074074074075,0.006,0.0,0.0,0.0,7086.0,71793.0,9779.0,'Number of leaves: 11\nSize of the tree: 21\n',21.0,11.0,11.0,?,?,?
pima_diabetes,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,64.0,13.0,0.0,83.11688311688312,16.883116883116884,0.0,0.6057502953918867,0.27346015129548024,0.3642973691859898,60.10671472289866,76.34452372201099,71.96830017538234,46.53879031291984,25.429509862462496,0.9346532490309395,0.6043998741937642,0.33025337483717526,30.41288974205608,0.3949725940526764,3258.440368425505,0.94,47.0,0.37037037037037035,10.0,0.6296296296296297,17.0,0.06,3.0,0.8245614035087719,0.94,0.8785046728971964,0.8677777777777778,0.8311688311688312,0.26153920153920157,0.7384607984607984,0.16883116883116883,0.8334814308498518,0.8311688311688312,0.8241188121880109,0.8677777777777779,0.008,0.001,0.01,0.0,6725.0,71793.0,9779.0,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0,?,?,?
pima_diabetes,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.2786885245901639,0.3701702728821481,0.4760747939676259,81.36366079525595,99.76932713713019,71.96830017538234,1142.7498871793355,-1070.781587003953,0.9346532490309395,14.840907625705656,-13.906254376674715,13.501241582027134,0.17534079976658615,1446.524515357286,0.82,41.0,0.5555555555555556,15.0,0.4444444444444444,12.0,0.18,9.0,0.7321428571428571,0.82,0.7735849056603773,0.6692592592592592,0.6883116883116883,0.4238672438672439,0.576132756132756,0.3116883116883117,0.6757884972170686,0.6883116883116883,0.6776525361431022,0.6692592592592592,0.008,0.0,0.0,0.0,7086.0,71793.0,9779.0,'Number of leaves: 11\nSize of the tree: 21\n',21.0,11.0,11.0,?,?,?
pima_diabetes,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.2914110429447853,0.3466001108095732,0.44003921339888613,76.18292422008328,92.21747673065079,71.96830017538234,62.816837478051234,9.151462697331105,0.9346532490309395,0.8158030841305355,0.11885016490040397,16.5947022432245,0.21551561354837012,1777.958232510541,0.8,40.0,0.5185185185185185,14.0,0.48148148148148145,13.0,0.2,10.0,0.7407407407407407,0.8,0.7692307692307692,0.7477777777777778,0.6883116883116883,0.40683020683020676,0.5931697931697931,0.3116883116883117,0.6791935922370705,0.6883116883116883,0.6818381618381618,0.7477777777777777,0.006,0.001,0.0,0.01,6003.0,71793.0,9779.0,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0,?,?,?
pima_diabetes,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.3504601226993866,0.3315084178628043,0.4782103072759811,72.86576053703952,100.21685918160442,71.96830017538234,1151.0214387790086,-1079.0531386036262,0.9346532490309395,14.948330373753357,-14.013677124722419,19.299888996661966,0.250647909047558,2067.792240271444,0.82,41.0,0.48148148148148145,13.0,0.5185185185185185,14.0,0.18,9.0,0.7592592592592593,0.82,0.7884615384615384,0.6844444444444444,0.7142857142857143,0.37576719576719575,0.6242328042328043,0.2857142857142857,0.7064642282033586,0.7142857142857143,0.7083516483516483,0.6844444444444444,0.021,0.0,0.01,0.0,9613.0,71793.0,9779.0,'Number of leaves: 18\nSize of the tree: 35\n',35.0,18.0,18.0,?,?,?
pima_diabetes,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,692.0,76.0,55.0,21.0,0.0,72.36842105263158,27.63157894736842,0.0,0.3564516129032259,0.3021452006842205,0.43517871248021306,66.74629948437136,91.71644648901788,70.45387453942844,61.46178571656075,8.992088822867693,0.9270246649924795,0.8087077067968519,0.11831695819562754,22.67581043661343,0.2983659267975451,2427.305835734188,0.84,42.0,0.5,13.0,0.5,13.0,0.16,8.0,0.7636363636363637,0.84,0.8000000000000002,0.8038461538461539,0.7236842105263158,0.3836842105263158,0.6163157894736843,0.27631578947368424,0.7141717931191616,0.7236842105263158,0.7155655095184772,0.803846153846154,0.012,0.0,0.01,0.0,8891.0,71894.0,9678.0,'Number of leaves: 16\nSize of the tree: 31\n',31.0,16.0,16.0,?,?,?
pima_diabetes,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,692.0,76.0,60.0,16.0,0.0,78.94736842105263,21.05263157894737,0.0,0.4950166112956811,0.2876522614107029,0.4171323215384544,63.54469289598799,87.91306456416106,70.45387453942844,2198.4260946828445,-2127.972220143416,0.9270246649924795,28.926659140563743,-27.999634475571263,26.54709544222336,0.34930388739767576,2841.7030504301943,0.92,46.0,0.46153846153846156,12.0,0.5384615384615384,14.0,0.08,4.0,0.7931034482758621,0.92,0.851851851851852,0.8107692307692308,0.7894736842105263,0.33101214574898785,0.6689878542510121,0.21052631578947367,0.7878604557370438,0.7894736842105263,0.7781321991848308,0.8107692307692309,0.009,0.001,0.01,0.0,11057.0,71894.0,9678.0,'Number of leaves: 22\nSize of the tree: 43\n',43.0,22.0,22.0,?,?,?
pima_diabetes,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,2.01911272347E7,691.0,77.0,59.0,18.0,0.0,76.62337662337663,23.376623376623378,0.0,0.459016393442623,0.3150456266272667,0.42102920410808603,69.24722858037488,88.23361566544449,71.96830017538248,1128.3824437812823,-1056.4141436058999,0.9346532490309413,14.654317451704966,-13.719664202674025,22.690975018155214,0.294687987248769,2431.113571422596,0.88,44.0,0.4444444444444444,12.0,0.5555555555555556,15.0,0.12,6.0,0.7857142857142857,0.88,0.830188679245283,0.7922222222222223,0.7662337662337663,0.3306782106782106,0.6693217893217893,0.23376623376623376,0.7606679035250463,0.7662337662337663,0.7582394021073267,0.7922222222222223,0.008,0.001,0.01,0.0,8169.0,71793.0,9779.0,'Number of leaves: 14\nSize of the tree: 27\n',27.0,14.0,14.0,?,?,?
